CLAVE,CLAVE ALTERNA,DESCRIPCION,SERVICIO (S/N),INV_MIN,INV_MAX,PRECIO COMPRA,PRECIO 1,PRECIO 2,MAYOREO 2,PRECIO 3,MAYOREO 3,PRECIO 4,MAYOREO 4,EXIST.,PESO,CARACTERISTICAS,DEPARTAMENTO,CATEGORIA,RECETA (S/N),GRANEL (S/N),IMPUESTO (S/N)
"IPS 3"" - 12.20",,"VIGA IPS DE 3"" 8.48 KG/M 12.20 M LARGO",false,0,0,2868.214144,3441.856973,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,103.4560,,VENTAS,VIGA,N,N,S
"IPS 4"" - 12.20",,"VIGA IPS DE 4"" 11.46 KG/M 12.20 M",false,0,0,4038.329808,4845.99577,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,139.8120,,VENTAS,VIGA,N,N,S
"IPS 5"" - 6.10",,"VIGA IPS DE 5"" 14.88 KG/M 6.10 M",false,0,0,2621.742912,3146.091494,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,90.7680,,VENTAS,VIGA,N,N,S
"IPS 5"" - 12.20",,"VIGA IPS DE 5"" 14.88 KG/M 12.20 M",false,0,0,5243.485824,6292.182989,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,181.5360,,VENTAS,VIGA,N,N,S
"IPS 6"" - 6.10",,"VIGA IPS DE 6"" 18.60 KG/M 6.10 M",false,0,0,3277.17864,3932.614368,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,113.4600,,VENTAS,VIGA,N,N,S
"IPS 6"" - 12.20",,"VIGA IPS DE 6"" 18.60 KG/M 12.20 M",false,0,0,6554.35728,7865.228736,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,226.9200,,VENTAS,VIGA,N,N,S
"IPS 7.87"" - 6.10",,"VIGA IPS DE 7.87"" 26.20 KG/M 6.10 M",false,0,0,4616.24088,5539.489056,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,159.8200,,VENTAS,VIGA,N,N,S
"IPS 7.87"" - 12.20",,"VIGA IPS DE 7.87"" 26.20 KG/M 12.20 M",false,0,0,9232.48176,11078.97811,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,319.6400,,VENTAS,VIGA,N,N,S
"IPS 8"" - 6.10",,"VIGA IPS DE 8"" 27.38 KG/M 6.10 M",false,0,0,4824.147912,5788.977494,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,167.0180,,VENTAS,VIGA,N,N,S
"IPS 8"" - 12.20",,"VIGA IPS DE 8"" 27.38 KG/M 12.20 M",false,0,0,9648.295824,11577.95499,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,334.0360,,VENTAS,VIGA,N,N,S
"HSS 10"" X 4"" C1/4"" - 12.20",,"HSS 10"" X 4"" ESPESOR PARED 1/4"" LARGO 12.20",false,0,0,0,0,57.751000,0.000,56.495000,0.000,55.239000,0.000,0.0000,408.0000,,VENTAS,PTR,N,N,S
LN 4´X 10´ C22 RF,,LAMINA NEGRA ROLADO FRIO 4´X 10´ESPESOR 0.76 MM CALIBRE 22,false,0,0,542.80228,651.362736,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,23.1650,,VENTAS,LAMINA NEGRA RF,N,N,S
LN 4´X 10´ C14 RF,,LAMINA NEGRA ROLADO FRIO 4´X 10´ESPESOR 1.905 MM CALIBRE 14,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,56.0000,,VENTAS,LAMINA NEGRA RF,N,N,S
TAP 3 X 7 C20,,TABLERO ZINTRO 3´X 7´-0.91 X 2.10 M CALIBRE 20,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,TABLERO PINTADO,N,N,S
LA P R1.10 C26,,LAMINA ACANALADA RECTANGULAR PINTRO 1.10 X 6 MT LARGO CALIBRE 26,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,14.0000,,VENTAS,LAMINA ACANALADA RECTANGULAR,N,N,S
LG 4´X 10´C25,,LAMINA GALVANIZADA 1.22 X 3.05 M ESPESOR 0.493 MM CALIBRE 26,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,11.4400,,VENTAS,LAMINA GALVANIZADA,N,N,S
"M 12""X12 C14 AR",,"MONTEN ALTA RESISTENCIA PINTADO-GRIS 12""X12 PATIN 3 1/2"" X 1"" CALIBRE 14",false,0,0,1917.132,2300.5584,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,94.4400,,VENTAS,PTR,N,N,S
"PTR 1 X 2"" C18",,"PTR 1 X 2"" CALIBRE 18",false,0,0,170.52,204.624,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,8.4000,,VENTAS,PTR,N,N,S
"PTR 1 1/2 X 3"" C18",,"PTR 1 1/2 X 3"" CALIBRE 18",false,0,0,259.434,311.3208,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,12.7800,,VENTAS,PTR,N,N,S
"PTR 2 X 4"" C10",,"PTR 2 X 4"" CALIBRE 10",false,0,0,967.092,1160.5104,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,47.6400,,VENTAS,PTR,N,N,S
"PTR 8 X 4"" C11",,"PTR 8 X 4"" CALIBRE 11",false,0,0,3370.6526,4044.78312,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,166.0420,,VENTAS,PTR,N,N,S
"PTR 8 X 4"" C14",,"PTR 8 X 4"" CALIBRE 14",false,0,0,4953.2,5943.84,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,244.0000,,VENTAS,PTR,N,N,S
"M 10""x10 3.5 c14",,"MONTEN PINTADO 10""X10 PATIN 3 1/2"" CALIBRE 14",false,0,0,1390.55,1668.66,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,68.5000,,VENTAS,PTR,N,N,S
CORTE,,CORTE 2,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,-2.0000,0.0000,,SIN DEFINIR,SIN DEFINIR,N,N,N
"HSS 14 X 6"" C5/16",,"HSS 14 X 6"" C5/16"" LARGO 12.20",false,0,0,0,0,114.856000,0.000,112.359000,0.000,109.862000,0.000,0.0000,869.9800,,VENTAS,PTR,N,N,S
HC PL 3.05 X 123 C20,,PERSIANA LOUVER NEGRA 3.05 M X 123 MM CALIBRE 20,false,0,0,0.000,0.000000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
HC PL 3.05 X 93 C20,,PERSIANA LOUVER NEGRA 3.05 M X 93 MM CALIBRE 20,false,0,0,0.000,0.000000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
"HSS 6 X 4"" C3/16 - 12.20",,"HSS 6 X 4"" ESPESOR PARED 3/16"" LARGO 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,217.7700,,VENTAS,PTR,N,N,S
HP D25 B 3´,,DUELA 25 cm X 3´ 1 FIGURA-RECTANGULAR,false,0,0,0.000,0.000000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
HP D25 B 3.5´,,DUELA 25 cm X 3.5´ 2 FIGURA-RECTANGULAR,false,0,0,0.000,0.000000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
HP D25 B 4´,,DUELA 25 cm X 4´ 2 FIGURA-RECTANGULAR,false,0,0,0.000,0.000000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
"RT 1""",,"REDONDO 1"" - 25.4 MM LARGO 6.10 M",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,24.3400,,VENTAS,SOLIDO,N,N,S
"IPR 10 X 5 3/4""-44.6-12",,"VIGA IPR 10X5 3/4""-KG/M 44.6 M 12.20",false,0,0,13254.7632,15905.71584,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,544.1200,,VENTAS,VIGA,N,N,S
"CU 6""-15.62-6",,"CANAL U 6"" SEMIPESADO PATÍN 2.034"" 15.63 KG/M 6.10 M",false,0,0,2376.33308,2851.599696,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,95.2820,,VENTAS,CANAL U,N,N,S
"CU 6""-15.63-12",,"CANAL U 6"" SEMIPESADO PATÍN 2.034"" 15.63 KG/M 12.20 M",false,0,0,4755.70884,5706.850608,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,190.6860,,VENTAS,CANAL U,N,N,S
"CU 15""-74.50-12",,"CANAL U 15"" 74.5 KG/M 12.20 M",false,0,0,24776.614,29731.9368,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,908.9000,,VENTAS,CANAL U,N,N,S
"TE 8"" C1/4""-12",,"TUBO ESTRUCTURAL 8"" CALIBRE 1/4-12.20 M",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,433.9540,,VENTAS,TUBO ESTRUCTURAL,N,N,S
"A 1/4 x 4 x 3""",,"ÁNGULO LADOS DESIGUALES 1/4 x 4 x 3""",false,0,0,1319.023008,1582.82761,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,52.6430,,VENTAS,ÁNGULO,N,N,S
FLETE,,FLETE POR ENVÍO,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,SIN DEFINIR,SIN DEFINIR,N,N,N
"IPR 10 X 5 3/4""-32.7-12",,"VIGA IPR 10X5 3/4""-KG/M 32.7 M 12.20",false,0,0,9718.1784,11661.81408,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,398.9400,,VENTAS,VIGA,N,N,S
"S6 1/4 X 10""",,"SOLERA 1/4 X 10"" ANCHO",false,0,0,2201.98044,2642.376528,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,92.5980,,VENTAS,SOLERA,N,N,S
"HSS 6 X 4"" C1/4 - 12.20",,"HSS 6 X 4"" ESPESOR PARED 1/4"" LARGO 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,283.6500,,VENTAS,PTR,N,N,S
"HSS 5"" C3/16"" - 12",,"HSS 5 X 5"" ESPESOR PARED 3/16"" LARGO 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,-16.0000,217.2800,,VENTAS,PTR,N,N,S
"HSS 6"" C3/16"" - 12",,"HSS 6 X 6"" ESPESOR PARED 3/16"" LARGO 12.20 M",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,263.7600,,VENTAS,PTR,N,N,S
LA R72 3´ -5 C28,,LAMINA ACANALADA RECTANGULAR 0.91 X 5.10 MT CALIBRE 28,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,LAMINA ACANALADA RECTANGULAR,N,N,S
P 3´X 6´ E 1/2,,"PLACA 3´X 6´(0.914 X 1.82 M) ESPESOR 1/2""",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,166.8000,,VENTAS,PLACA,N,N,S
"S6 1/4 x 8""",,"SOLERA 1/4 X 8"" ANCHO",false,0,0,1469.43754,1763.325048,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,61.7930,,VENTAS,SOLERA,N,N,S
P 4´X 10´E 3/4,,"PLACA 4´X 10´(1.22 X 3.05 M) ESPESOR 3/4""",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,-3.0000,562.0000,,VENTAS,PLACA,N,N,S
HC TE 255 C24,,TIRA EUROPEA ZINTRO 255 CM CALIBRE 24,false,0,0,1.690,2.529000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
"HSS 8"" C3/8 - 12.20",,"HSS 8 X 8"" ESPESOR PARED 3/8"" LARGO 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,686.0080,,VENTAS,PTR,N,N,S
"IPR 8 X 6 1/2"" - 35.6 - 12",,"VIGA IPR 8X6 1/2""-KG/M 35.6 M 12.20",false,0,0,10580.0352,12696.04224,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,434.3200,,VENTAS,VIGA,N,N,S
"PTR 4"" GALV C14",,"PTR 4 X 4"" GALVANIZADO CALIBRE 14",false,0,0,982.9956,1179.59472,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,36.0600,,VENTAS,PTR,N,N,S
"HSS 5"" C3/16"" - 6",,"HSS 5 X 5"" ESPESOR PARED 3/16"" LARGO 6.10",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,108.8900,,VENTAS,PTR,N,N,S
LA 4´ x 20´ C26,,LAMINA ACANALADA RECTANGULAR 4´ X 20´  CALIBRE 26,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,LAMINA ACANALADA RECTANGULAR,N,N,S
"IPR 10 X 4""-25.3-6",,"VIGA IPR 10 X 4""-KG/M 25.3 M 6.10",false,0,0,3759.4788,4511.37456,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,154.3300,,VENTAS,VIGA,N,N,S
"IPR 10 X 4""-28.3-6",,"VIGA IPR 10X4""-KG/M 28.3 M 6.10",false,0,0,4205.2668,5046.32016,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,172.6300,,VENTAS,VIGA,N,N,S
"IPR 10 X 5 3/4""-38.7-12",,"VIGA IPR 10X5 3/4""-KG/M 38.7 M 12.20",false,0,0,11501.3304,13801.59648,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,472.1400,,VENTAS,VIGA,N,N,S
"P 8´X 20´E 3/4""",,"PLACA 8´X 20´ESPESOR 3/4""",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,2246.0000,,VENTAS,PLACA,N,N,S
"P 8´X 20´E 1/4""",,"PLACA 8´X 20´ESPESOR 1/4""",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,749.0000,,VENTAS,PLACA,N,N,S
"IPR 10 X 5""-32.7-6",,"VIGA IPR 10X5""-KG/M 32.7 M 6.10",false,0,0,4859.0892,5830.90704,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,199.4700,,VENTAS,VIGA,N,N,S
"IPR 10 X 5""-38.7-6",,"VIGA IPR 10X5""-KG/M 38.7 M 6.10",false,0,0,5750.6652,6900.79824,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,236.0700,,VENTAS,VIGA,N,N,S
"IPR 10 X 5""-44.6-6",,"VIGA IPR 10X5""-KG/M 44.6 M 6.10",false,0,0,6724.8216,8069.78592,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,276.0600,,VENTAS,VIGA,N,N,S
HZ S6013-3/32-1/2KG,,"SOLDADURA 6013 3/32""",false,0,0,0.960,1.055000,0.000000,0.000,0.000000,0.000,0.000000,0.000,-1.0000,0.0000,,VENTAS,HERRAJE,N,N,S
"HSS 4"" C3/16 - 12.20",,"HSS 4 X 4"" ESPESOR PARED 3/16"" LARGO 12.20",false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,171.0400,,VENTAS,PTR,N,N,S
"IPR 24 X 9""-102.2-12.20",,"VIGA IPR 24X9""-KG/M 102.2 M 12.20",false,0,0,30373.0224,36447.62688,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,1246.8400,,VENTAS,VIGA,N,N,S
MD CAL 18 DE 1.22,,METAL DESPLEGADO CALIBRE 18 DE 1.22,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,SIN DEFINIR,SIN DEFINIR,N,N,S
MD CAL 18 DE .91M,,METAL DESPLEGADO CALIBRE 18 DE .91M,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,-1.0000,0.0000,,SIN DEFINIR,SIN DEFINIR,N,N,S
LN 4´X 10´ C8,,LAMINA NEGRA 4´X 10´ESPESOR 4.191 MM CALIBRE 8,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,124.0000,,VENTAS,LAMINA NEGRA,N,N,S
"CU 8""-17.11-12",,"CANAL U 8"" LIVIANO PATÍN 2.26"" 17.11 KG/M 12.20 M",false,0,0,5206.02548,6247.230576,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,208.7420,,VENTAS,CANAL U,N,N,S
"CU 8""-20.46-12",,"CANAL U 8"" SEMIPESADO PATÍN 2.34"" 20.46 KG/M 12.20 M",false,0,0,6225.32328,7470.387936,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,249.6120,,VENTAS,CANAL U,N,N,S
"CU 10""-22.8-12",,"CANAL U 10"" PATÍN 2.30"" 22.8 KG/M 12.20 M",false,0,0,7582.6416,9099.16992,0.000000,0.000,0.000000,0.000,0.000000,0.000,-2.0000,278.1600,,VENTAS,CANAL U,N,N,S
"CU 10""-37.2-12",,"CANAL U 10"" PATÍN 2.89"" ALMA 0.53"" 37.2 KG/M 12.20 M",false,0,0,12371.6784,14846.01408,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,453.8400,,VENTAS,CANAL U,N,N,S
"IPR 8 X 5 1/4""-26.8-12",,"VIGA IPR 8X5 1/4""-KG/M 26.8 M 12.20",false,0,0,7964.7456,9557.69472,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,326.9600,,VENTAS,VIGA,N,N,S
"M 6""X6"" C10",,"MONTEN PINTADO 6""X6 PATIN 2"" CALIBRE 10",false,0,0,866.81,1040.172,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,42.7000,,VENTAS,PTR,N,N,S
"HC PPB 1 1/2 X 1/4""",,"PIJA PUNTA DE BROCA 1 1/2 X 1/4""",false,0,0,0.030,0.029000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
"HC THG 3/8 X 2""",,"TORNILLO HEXAGONAL GALVANIZADO CUERDA CORRIDA DE 3/8"" DE DIAMETRO POR 2"" DE LONGITUD",false,0,0,0.060,0.062000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
"HC THG 3/8""",,"TUERCA HEXAGONAL LIVIANA GALV DE 3/8"" DE DIAMETRO NC",false,0,0,0.030,0.022000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
"HC AHG 3/8""",,"ARANDELA PLANA GALVANIZADO DE 3/8""",false,0,0,2.760,3.036000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
"HC TOG 3/4 X 6""",,"TENSOR OJO Y GRILLETE 3/4 X 6""",false,0,0,17.360,19.106000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
HC CAG 3/4 6X19,,"CABLE DE ACERO GALVANIZADO DE 3/4"" DE DIAMETRO 6 X 19",false,0,0,6.060,6.661000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
"HC NG 3/4""",,"PERROS DE 3/4"" NUDO ACERO GALVANIZADO RANURADO PARA CABLE",false,0,0,1.510,1.662000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
"HC G 3/4""",,"GRILLETE PARA CAPACIDAD 3 TON - 3/4""",false,0,0,7.270,7.997000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
"HC PGH 1/4 X 1 1/2""",,"PIJA PUNTA DE BROCA DE 1/4"" X 1 1/2"" DE LONGITUD CON EMPAQUE",false,0,0,0.030,0.032000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
"HC TG 3/8 X 1 1/2""",,"TORNILLO HEXAGONAL GALVANIZADO CUERDA CORRIDA DE 3/8"" X 1 1/2"" DE LONGITUD., CON RONDANA PLANA Y TUERCA",false,0,0,0.040,0.049000,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,HERRAJE,N,N,S
LN 3´X 10´ C7,,LAMINA NEGRA 3´X 10´ESPESOR 4.572 MM CALIBRE 7,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,101.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 3´X 10´ C8,,LAMINA NEGRA 3´X 10´ESPESOR 4.191 MM CALIBRE 8,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,93.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 3´X 10´ C9,,LAMINA NEGRA 3´X 10´ESPESOR 3.810 MM CALIBRE 9,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,84.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 3´X 10´ C10,,LAMINA NEGRA 3´X 10´ESPESOR 3.429 MM CALIBRE 10,false,0,0,1348.848,1618.6176,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,76.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 3´X 10´ C11,,LAMINA NEGRA 3´X 10´ESPESOR 3.048 MM CALIBRE 11,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,67.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 4´X 8´ C7,,LAMINA NEGRA 4´X 8´ESPESOR 4.572 MM CALIBRE 7,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,108.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 4´X 8´ C8,,LAMINA NEGRA 4´X 8´ESPESOR 4.191 MM CALIBRE 8,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,99.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 4´X 8´ C9,,LAMINA NEGRA 4´X 8´ESPESOR 3.810 MM CALIBRE 9,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,90.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 4´X 10´ C7,,LAMINA NEGRA 4´X 10´ESPESOR 4.572 MM CALIBRE 7,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,135.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 4´X 10´ C9,,LAMINA NEGRA 4´X 10´ESPESOR 3.810 MM CALIBRE 9,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,112.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 5´X 10´ C8,,LAMINA NEGRA 5´X 10´ESPESOR 4.191 MM CALIBRE 8,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,155.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 5´X 10´ C10,,LAMINA NEGRA 5´X 10´ESPESOR 3.429 MM CALIBRE 10,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,126.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 5´X 10´ C11,,LAMINA NEGRA 5´X 10´ESPESOR 3.048 MM CALIBRE 11,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,112.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 5´X 10´ C12,,LAMINA NEGRA 5´X 10´ESPESOR 2.667 MM CALIBRE 12,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,98.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 5´X 10´ C14,,LAMINA NEGRA 5´X 10´ESPESOR 1.905 MM CALIBRE 14,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,70.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 5´X 20´ C8,,LAMINA NEGRA 5´X 20´ESPESOR 4.191 MM CALIBRE 8,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,309.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 5´X 20´ C10,,LAMINA NEGRA 5´X 20´ESPESOR 3.429 MM CALIBRE 10,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,253.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 5´X 20´ C11,,LAMINA NEGRA 5´X 20´ESPESOR 3.048 MM CALIBRE 11,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,225.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 5´X 20´ C12,,LAMINA NEGRA 5´X 20´ESPESOR 2.667 MM CALIBRE 12,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,197.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 5´X 20´ C14,,LAMINA NEGRA 5´X 20´ESPESOR 1.905 MM CALIBRE 14,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,140.0000,,VENTAS,LAMINA NEGRA,N,N,S
"P 30 X 30 C3/16""",,PLACA DE ACERO 30 X 30 CM ESPESOR,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,0.0000,,VENTAS,PLACA,N,N,S
"IPS 3""-8.48-6",,"VIGA IPS DE 3"" 8.48 KG/M 6.10 M LARGO",false,0,0,2868.214144,3441.856973,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,103.4560,,VENTAS,VIGA,N,N,S
LN DC 4´X 10´ C10,,LAMINA NEGRA DECAPADA 4´X 10´ESPESOR 3.429 MM CALIBRE 10,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,101.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN DC 4´X 10´ C12,,LAMINA NEGRA DECAPADA 4´X 10´ESPESOR 2.667 MM CALIBRE 12,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,79.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN DC 4´X 10´ C14,,LAMINA NEGRA DECAPADA 4´X 10´ESPESOR 1.905 MM CALIBRE 14,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,56.0000,,VENTAS,LAMINA NEGRA,N,N,S
LN 3´X 10´ C10 RF,,LAMINA NEGRA ROLADO FRIO 3´X 10´ESPESOR 3.429 MM CALIBRE 10,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,76.0000,,VENTAS,LAMINA NEGRA RF,N,N,S
LN 3´X 10´ C11 RF,,LAMINA NEGRA ROLADO FRIO 3´X 10´ESPESOR 3.048 MM CALIBRE 11,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,67.0000,,VENTAS,LAMINA NEGRA RF,N,N,S
LN 3´X 10´ C12 RF,,LAMINA NEGRA ROLADO FRIO 3´X 10´ESPESOR 2.667 MM CALIBRE 12,false,0,0,0,0,0.000000,0.000,0.000000,0.000,0.000000,0.000,0.0000,59.0000,,VENTAS,LAMINA NEGRA RF,N,N,S
